id,name,score1,score2
7360,Student_7360,63,71
7361,Student_7361,79,59
7362,Student_7362,100,91
7363,Student_7363,90,62
7364,Student_7364,82,84
7365,Student_7365,90,67
7366,Student_7366,73,66
7367,Student_7367,79,88
7368,Student_7368,79,69
7369,Student_7369,50,74
7370,Student_7370,98,91
7371,Student_7371,98,58
7372,Student_7372,68,78
7373,Student_7373,85,93
7374,Student_7374,75,89
7375,Student_7375,86,88
7376,Student_7376,81,74
7377,Student_7377,100,95
7378,Student_7378,92,59
7379,Student_7379,92,76
7380,Student_7380,95,52
7381,Student_7381,61,73
7382,Student_7382,58,68
7383,Student_7383,90,79
7384,Student_7384,79,56
7385,Student_7385,73,79
7386,Student_7386,52,63
7387,Student_7387,60,51
7388,Student_7388,79,82
7389,Student_7389,82,52
7390,Student_7390,51,85
7391,Student_7391,59,70
7392,Student_7392,52,87
7393,Student_7393,89,56
7394,Student_7394,70,95
7395,Student_7395,85,96
7396,Student_7396,67,87
7397,Student_7397,78,70
7398,Student_7398,95,55
7399,Student_7399,72,99
7400,Student_7400,70,66
7401,Student_7401,86,71
7402,Student_7402,51,75
7403,Student_7403,95,89
7404,Student_7404,68,96
7405,Student_7405,66,91
7406,Student_7406,81,85
7407,Student_7407,97,89
7408,Student_7408,66,98
7409,Student_7409,75,100
7410,Student_7410,53,73
7411,Student_7411,51,66
7412,Student_7412,87,68
7413,Student_7413,52,68
7414,Student_7414,97,77
7415,Student_7415,81,91
7416,Student_7416,78,89
7417,Student_7417,60,98
7418,Student_7418,54,96
7419,Student_7419,67,100
7420,Student_7420,71,97
7421,Student_7421,60,68
7422,Student_7422,94,99
7423,Student_7423,63,71
7424,Student_7424,76,67
7425,Student_7425,53,62
7426,Student_7426,64,57
7427,Student_7427,66,66
7428,Student_7428,72,81
7429,Student_7429,93,67
7430,Student_7430,58,80
7431,Student_7431,53,79
7432,Student_7432,59,82
7433,Student_7433,83,92
7434,Student_7434,83,50
7435,Student_7435,72,74
7436,Student_7436,73,72
7437,Student_7437,53,60
7438,Student_7438,67,63
7439,Student_7439,98,69
7440,Student_7440,82,56
7441,Student_7441,64,78
7442,Student_7442,57,91
7443,Student_7443,72,73
7444,Student_7444,81,64
7445,Student_7445,66,79
7446,Student_7446,88,99
7447,Student_7447,78,87
7448,Student_7448,73,75
7449,Student_7449,82,76
7450,Student_7450,98,61
7451,Student_7451,69,54
7452,Student_7452,54,67
7453,Student_7453,79,93
7454,Student_7454,54,67
7455,Student_7455,61,70
7456,Student_7456,100,81
7457,Student_7457,59,83
7458,Student_7458,87,69
7459,Student_7459,81,58
7460,Student_7460,61,92
7461,Student_7461,88,58
7462,Student_7462,54,59
7463,Student_7463,90,86
7464,Student_7464,100,84
7465,Student_7465,57,99
7466,Student_7466,55,81
7467,Student_7467,83,71
7468,Student_7468,76,76
7469,Student_7469,86,65
7470,Student_7470,89,53
7471,Student_7471,53,77
7472,Student_7472,73,96
7473,Student_7473,56,56
7474,Student_7474,100,94
7475,Student_7475,85,63
7476,Student_7476,65,91
7477,Student_7477,82,68
7478,Student_7478,96,86
7479,Student_7479,64,75
7480,Student_7480,90,90
7481,Student_7481,89,58
7482,Student_7482,68,78
7483,Student_7483,72,56
7484,Student_7484,73,82
7485,Student_7485,98,91
7486,Student_7486,98,70
7487,Student_7487,78,59
7488,Student_7488,62,61
7489,Student_7489,70,62
7490,Student_7490,85,53
7491,Student_7491,52,67
7492,Student_7492,71,84
7493,Student_7493,86,74
7494,Student_7494,70,92
7495,Student_7495,58,86
7496,Student_7496,71,99
7497,Student_7497,56,98
7498,Student_7498,78,100
7499,Student_7499,68,95
7500,Student_7500,59,65
7501,Student_7501,50,91
7502,Student_7502,62,80
7503,Student_7503,81,76
7504,Student_7504,74,57
7505,Student_7505,84,63
7506,Student_7506,97,66
7507,Student_7507,81,77
7508,Student_7508,97,91
7509,Student_7509,100,55
7510,Student_7510,75,98
7511,Student_7511,68,71
7512,Student_7512,60,91
7513,Student_7513,98,95
7514,Student_7514,59,98
7515,Student_7515,73,96
7516,Student_7516,83,55
7517,Student_7517,58,50
7518,Student_7518,71,58
7519,Student_7519,77,69
7520,Student_7520,98,85
7521,Student_7521,61,53
7522,Student_7522,88,54
7523,Student_7523,90,58
7524,Student_7524,53,71
7525,Student_7525,68,66
7526,Student_7526,80,69
7527,Student_7527,91,84
7528,Student_7528,96,59
7529,Student_7529,81,85
7530,Student_7530,59,92
7531,Student_7531,81,62
7532,Student_7532,80,51
7533,Student_7533,63,60
7534,Student_7534,73,98
7535,Student_7535,52,60
7536,Student_7536,95,99
7537,Student_7537,79,82
7538,Student_7538,72,71
7539,Student_7539,69,97
7540,Student_7540,67,56
7541,Student_7541,100,84
7542,Student_7542,66,99
7543,Student_7543,55,85
7544,Student_7544,60,54
7545,Student_7545,56,88
7546,Student_7546,91,68
7547,Student_7547,60,78
7548,Student_7548,90,56
7549,Student_7549,70,73
7550,Student_7550,100,56
7551,Student_7551,59,62
7552,Student_7552,65,99
7553,Student_7553,85,70
7554,Student_7554,95,60
7555,Student_7555,68,71
7556,Student_7556,77,66
7557,Student_7557,73,51
7558,Student_7558,86,86
7559,Student_7559,61,68
7560,Student_7560,96,56
7561,Student_7561,93,90
7562,Student_7562,76,62
7563,Student_7563,62,96
7564,Student_7564,99,95
7565,Student_7565,57,92
7566,Student_7566,96,50
7567,Student_7567,98,100
7568,Student_7568,50,88
7569,Student_7569,57,99
7570,Student_7570,88,68
7571,Student_7571,52,78
7572,Student_7572,79,86
7573,Student_7573,61,64
7574,Student_7574,71,52
7575,Student_7575,87,95
7576,Student_7576,89,96
7577,Student_7577,65,100
7578,Student_7578,61,71
7579,Student_7579,72,77
7580,Student_7580,98,72
7581,Student_7581,90,72
7582,Student_7582,56,96
7583,Student_7583,76,88
7584,Student_7584,56,92
7585,Student_7585,63,65
7586,Student_7586,92,82
7587,Student_7587,53,83
7588,Student_7588,81,95
7589,Student_7589,91,66
7590,Student_7590,69,86
7591,Student_7591,83,89
7592,Student_7592,95,52
7593,Student_7593,57,92
7594,Student_7594,100,50
7595,Student_7595,87,86
7596,Student_7596,86,77
7597,Student_7597,98,86
7598,Student_7598,75,98
7599,Student_7599,95,81
7600,Student_7600,73,98
7601,Student_7601,80,93
7602,Student_7602,57,77
7603,Student_7603,94,51
7604,Student_7604,64,55
7605,Student_7605,96,58
7606,Student_7606,76,87
7607,Student_7607,63,77
7608,Student_7608,59,97
7609,Student_7609,95,70
7610,Student_7610,90,85
7611,Student_7611,77,88
7612,Student_7612,64,93
7613,Student_7613,71,94
7614,Student_7614,65,62
7615,Student_7615,65,92
7616,Student_7616,80,54
7617,Student_7617,57,68
7618,Student_7618,57,66
7619,Student_7619,78,57
7620,Student_7620,56,51
7621,Student_7621,93,51
7622,Student_7622,77,92
7623,Student_7623,51,67
7624,Student_7624,77,62
7625,Student_7625,78,66
7626,Student_7626,98,50
7627,Student_7627,60,93
7628,Student_7628,95,62
7629,Student_7629,58,59
7630,Student_7630,100,84
7631,Student_7631,94,64
7632,Student_7632,67,62
7633,Student_7633,84,84
7634,Student_7634,70,81
7635,Student_7635,96,84
7636,Student_7636,50,73
7637,Student_7637,74,52
7638,Student_7638,84,91
7639,Student_7639,90,69
7640,Student_7640,79,89
7641,Student_7641,69,79
7642,Student_7642,64,54
7643,Student_7643,94,71
7644,Student_7644,94,82
7645,Student_7645,92,89
7646,Student_7646,97,96
7647,Student_7647,60,59
7648,Student_7648,94,64
7649,Student_7649,59,53
7650,Student_7650,74,92
7651,Student_7651,62,91
7652,Student_7652,61,76
7653,Student_7653,96,64
7654,Student_7654,70,83
7655,Student_7655,69,92
7656,Student_7656,51,52
7657,Student_7657,86,60
7658,Student_7658,96,62
7659,Student_7659,84,91
7660,Student_7660,61,51
7661,Student_7661,80,85
7662,Student_7662,74,51
7663,Student_7663,71,95
7664,Student_7664,79,81
7665,Student_7665,70,73
7666,Student_7666,66,98
7667,Student_7667,60,98
7668,Student_7668,81,96
7669,Student_7669,60,59
7670,Student_7670,87,81
7671,Student_7671,93,86
7672,Student_7672,95,98
7673,Student_7673,56,72
7674,Student_7674,74,57
7675,Student_7675,50,73
7676,Student_7676,98,95
7677,Student_7677,54,55
7678,Student_7678,72,83
7679,Student_7679,79,78
7680,Student_7680,91,58
7681,Student_7681,59,69
7682,Student_7682,75,73
7683,Student_7683,52,93
7684,Student_7684,84,66
7685,Student_7685,63,86
7686,Student_7686,53,85
7687,Student_7687,75,75
7688,Student_7688,88,56
7689,Student_7689,57,84
7690,Student_7690,55,81
7691,Student_7691,72,78
7692,Student_7692,59,86
7693,Student_7693,64,74
7694,Student_7694,100,76
7695,Student_7695,75,77
7696,Student_7696,77,90
7697,Student_7697,98,65
7698,Student_7698,82,77
7699,Student_7699,56,95
7700,Student_7700,79,59
7701,Student_7701,56,56
7702,Student_7702,51,58
7703,Student_7703,95,98
7704,Student_7704,82,56
7705,Student_7705,85,99
7706,Student_7706,70,82
7707,Student_7707,52,77
7708,Student_7708,57,69
7709,Student_7709,79,85
7710,Student_7710,71,78
7711,Student_7711,55,80
7712,Student_7712,66,99
7713,Student_7713,61,67
7714,Student_7714,84,81
7715,Student_7715,98,53
7716,Student_7716,95,52
7717,Student_7717,72,71
7718,Student_7718,71,84
7719,Student_7719,99,90
7720,Student_7720,86,61
7721,Student_7721,58,86
7722,Student_7722,50,61
7723,Student_7723,53,78
7724,Student_7724,72,78
7725,Student_7725,55,56
7726,Student_7726,74,76
7727,Student_7727,78,58
7728,Student_7728,83,79
7729,Student_7729,59,70
7730,Student_7730,61,85
7731,Student_7731,61,83
7732,Student_7732,51,57
7733,Student_7733,50,78
7734,Student_7734,80,85
7735,Student_7735,76,64
7736,Student_7736,81,84
7737,Student_7737,56,90
7738,Student_7738,92,57
7739,Student_7739,87,55
7740,Student_7740,75,71
7741,Student_7741,50,96
7742,Student_7742,62,52
7743,Student_7743,89,74
7744,Student_7744,97,92
7745,Student_7745,66,62
7746,Student_7746,58,54
7747,Student_7747,65,76
7748,Student_7748,92,53
7749,Student_7749,56,75
7750,Student_7750,67,70
7751,Student_7751,98,88
7752,Student_7752,83,79
7753,Student_7753,74,72
7754,Student_7754,87,57
7755,Student_7755,98,92
7756,Student_7756,79,97
7757,Student_7757,88,78
7758,Student_7758,66,82
7759,Student_7759,88,86
7760,Student_7760,73,63
7761,Student_7761,73,96
7762,Student_7762,94,78
7763,Student_7763,51,67
7764,Student_7764,96,73
7765,Student_7765,77,77
7766,Student_7766,93,91
7767,Student_7767,100,60
7768,Student_7768,79,84
7769,Student_7769,90,67
7770,Student_7770,87,67
7771,Student_7771,64,94
7772,Student_7772,66,96
7773,Student_7773,56,98
7774,Student_7774,66,64
7775,Student_7775,97,79
7776,Student_7776,90,81
7777,Student_7777,97,60
7778,Student_7778,72,86
7779,Student_7779,100,84
7780,Student_7780,67,64
7781,Student_7781,59,81
7782,Student_7782,84,77
7783,Student_7783,52,92
7784,Student_7784,96,61
7785,Student_7785,95,55
7786,Student_7786,53,90
7787,Student_7787,57,74
7788,Student_7788,83,87
7789,Student_7789,93,50
7790,Student_7790,53,79
7791,Student_7791,86,68
7792,Student_7792,73,75
7793,Student_7793,62,85
7794,Student_7794,93,84
7795,Student_7795,55,61
7796,Student_7796,67,94
7797,Student_7797,75,75
7798,Student_7798,82,66
7799,Student_7799,82,76
7800,Student_7800,61,87
7801,Student_7801,80,60
7802,Student_7802,54,50
7803,Student_7803,53,88
7804,Student_7804,87,76
7805,Student_7805,92,55
7806,Student_7806,99,72
7807,Student_7807,95,66
7808,Student_7808,62,56
7809,Student_7809,55,83
7810,Student_7810,60,66
7811,Student_7811,97,51
7812,Student_7812,95,97
7813,Student_7813,59,54
7814,Student_7814,73,92
7815,Student_7815,90,51
7816,Student_7816,80,60
7817,Student_7817,52,92
7818,Student_7818,84,77
7819,Student_7819,72,93
7820,Student_7820,85,97
7821,Student_7821,53,94
7822,Student_7822,90,52
7823,Student_7823,64,54
7824,Student_7824,55,60
7825,Student_7825,78,80
7826,Student_7826,78,95
7827,Student_7827,77,80
7828,Student_7828,84,75
7829,Student_7829,81,92
7830,Student_7830,53,96
7831,Student_7831,81,91
7832,Student_7832,89,82
7833,Student_7833,80,87
7834,Student_7834,83,94
7835,Student_7835,90,88
7836,Student_7836,91,93
7837,Student_7837,63,92
7838,Student_7838,90,94
7839,Student_7839,70,95
7840,Student_7840,54,87
7841,Student_7841,60,58
7842,Student_7842,83,52
7843,Student_7843,69,68
7844,Student_7844,59,51
7845,Student_7845,53,92
7846,Student_7846,86,98
7847,Student_7847,73,100
7848,Student_7848,84,81
7849,Student_7849,60,54
7850,Student_7850,56,74
7851,Student_7851,68,57
7852,Student_7852,54,72
7853,Student_7853,70,66
7854,Student_7854,66,95
7855,Student_7855,63,72
7856,Student_7856,85,60
7857,Student_7857,76,62
7858,Student_7858,82,87
7859,Student_7859,74,54
7860,Student_7860,98,54
7861,Student_7861,60,67
7862,Student_7862,97,86
7863,Student_7863,81,65
7864,Student_7864,51,54
7865,Student_7865,96,85
7866,Student_7866,55,99
7867,Student_7867,78,82
7868,Student_7868,71,76
7869,Student_7869,94,83
7870,Student_7870,66,83
7871,Student_7871,98,81
7872,Student_7872,89,87
7873,Student_7873,58,69
7874,Student_7874,87,61
7875,Student_7875,69,81
7876,Student_7876,89,59
7877,Student_7877,55,96
7878,Student_7878,71,93
7879,Student_7879,51,100
7880,Student_7880,82,84
7881,Student_7881,70,94
7882,Student_7882,96,97
7883,Student_7883,70,96
7884,Student_7884,67,59
7885,Student_7885,89,84
7886,Student_7886,86,72
7887,Student_7887,97,76
7888,Student_7888,67,66
7889,Student_7889,79,88
7890,Student_7890,69,64
7891,Student_7891,61,73
7892,Student_7892,79,56
7893,Student_7893,66,68
7894,Student_7894,85,53
7895,Student_7895,86,78
7896,Student_7896,64,81
7897,Student_7897,81,82
7898,Student_7898,81,62
7899,Student_7899,90,63
7900,Student_7900,64,96
7901,Student_7901,88,84
7902,Student_7902,50,96
7903,Student_7903,85,82
7904,Student_7904,73,59
7905,Student_7905,59,67
7906,Student_7906,84,63
7907,Student_7907,73,93
7908,Student_7908,91,91
7909,Student_7909,100,63
7910,Student_7910,81,52
7911,Student_7911,99,89
7912,Student_7912,83,63
7913,Student_7913,50,74
7914,Student_7914,73,92
7915,Student_7915,50,52
7916,Student_7916,86,80
7917,Student_7917,83,84
7918,Student_7918,97,98
7919,Student_7919,50,51
7920,Student_7920,56,86
7921,Student_7921,67,60
7922,Student_7922,64,50
7923,Student_7923,50,94
7924,Student_7924,98,90
7925,Student_7925,73,89
7926,Student_7926,89,59
7927,Student_7927,93,70
7928,Student_7928,94,69
7929,Student_7929,89,86
7930,Student_7930,93,86
7931,Student_7931,53,76
7932,Student_7932,68,100
7933,Student_7933,51,84
7934,Student_7934,54,98
7935,Student_7935,79,77
7936,Student_7936,96,73
7937,Student_7937,99,95
7938,Student_7938,85,53
7939,Student_7939,91,56
7940,Student_7940,80,86
7941,Student_7941,76,92
7942,Student_7942,100,60
7943,Student_7943,54,56
7944,Student_7944,56,63
7945,Student_7945,60,72
7946,Student_7946,63,75
7947,Student_7947,89,72
7948,Student_7948,57,95
7949,Student_7949,93,80
7950,Student_7950,62,50
7951,Student_7951,96,84
7952,Student_7952,81,53
7953,Student_7953,80,87
7954,Student_7954,65,65
7955,Student_7955,68,60
7956,Student_7956,55,55
7957,Student_7957,70,98
7958,Student_7958,61,77
7959,Student_7959,89,80
7960,Student_7960,65,90
7961,Student_7961,93,91
7962,Student_7962,89,76
7963,Student_7963,87,65
7964,Student_7964,95,98
7965,Student_7965,64,65
7966,Student_7966,68,79
7967,Student_7967,86,50
7968,Student_7968,51,90
7969,Student_7969,54,60
7970,Student_7970,75,78
7971,Student_7971,78,63
7972,Student_7972,52,64
7973,Student_7973,100,68
7974,Student_7974,95,89
7975,Student_7975,75,97
7976,Student_7976,85,93
7977,Student_7977,52,98
7978,Student_7978,82,72
7979,Student_7979,77,73
7980,Student_7980,90,85
7981,Student_7981,50,83
7982,Student_7982,91,89
7983,Student_7983,64,99
7984,Student_7984,68,63
7985,Student_7985,74,54
7986,Student_7986,98,87
7987,Student_7987,68,83
7988,Student_7988,94,62
7989,Student_7989,60,52
7990,Student_7990,95,73
7991,Student_7991,88,96
7992,Student_7992,64,57
7993,Student_7993,73,79
7994,Student_7994,73,60
7995,Student_7995,90,84
7996,Student_7996,79,67
7997,Student_7997,67,56
7998,Student_7998,94,79
7999,Student_7999,73,51
8000,Student_8000,79,50
8001,Student_8001,65,80
8002,Student_8002,66,89
8003,Student_8003,72,71
8004,Student_8004,79,51
8005,Student_8005,50,51
8006,Student_8006,67,100
8007,Student_8007,83,59
8008,Student_8008,91,59
8009,Student_8009,93,79
8010,Student_8010,60,60
8011,Student_8011,99,96
8012,Student_8012,58,94
8013,Student_8013,80,85
8014,Student_8014,54,71
8015,Student_8015,91,74
8016,Student_8016,54,57
8017,Student_8017,92,79
8018,Student_8018,75,54
8019,Student_8019,70,80
8020,Student_8020,89,62
8021,Student_8021,95,68
8022,Student_8022,91,76
8023,Student_8023,93,99
8024,Student_8024,59,81
8025,Student_8025,89,97
8026,Student_8026,66,59
8027,Student_8027,71,77
8028,Student_8028,62,96
8029,Student_8029,58,52
8030,Student_8030,97,87
8031,Student_8031,58,92
8032,Student_8032,94,91
8033,Student_8033,70,96
8034,Student_8034,94,58
8035,Student_8035,81,65
8036,Student_8036,82,57
8037,Student_8037,66,74
8038,Student_8038,77,52
8039,Student_8039,98,89
8040,Student_8040,95,91
8041,Student_8041,84,81
8042,Student_8042,82,53
8043,Student_8043,82,50
8044,Student_8044,83,64
8045,Student_8045,63,76
8046,Student_8046,96,99
8047,Student_8047,55,62
8048,Student_8048,55,75
8049,Student_8049,55,51
8050,Student_8050,64,56
8051,Student_8051,94,99
8052,Student_8052,81,50
8053,Student_8053,92,96
8054,Student_8054,85,76
8055,Student_8055,83,80
8056,Student_8056,58,80
8057,Student_8057,90,85
8058,Student_8058,91,85
8059,Student_8059,74,60
8060,Student_8060,90,66
8061,Student_8061,93,50
8062,Student_8062,93,87
8063,Student_8063,85,80
8064,Student_8064,72,63
8065,Student_8065,50,97
8066,Student_8066,59,80
8067,Student_8067,98,77
8068,Student_8068,72,76
8069,Student_8069,63,98
8070,Student_8070,92,83
8071,Student_8071,51,84
8072,Student_8072,70,58
8073,Student_8073,85,87
8074,Student_8074,91,58
8075,Student_8075,99,91
8076,Student_8076,71,88
8077,Student_8077,60,97
8078,Student_8078,96,56
8079,Student_8079,64,86
8080,Student_8080,91,89
8081,Student_8081,74,85
8082,Student_8082,86,58
8083,Student_8083,92,75
8084,Student_8084,52,56
8085,Student_8085,57,67
8086,Student_8086,71,91
8087,Student_8087,63,53
8088,Student_8088,99,75
8089,Student_8089,100,65
8090,Student_8090,100,57
8091,Student_8091,80,70
8092,Student_8092,61,70
8093,Student_8093,69,82
8094,Student_8094,56,77
8095,Student_8095,98,70
8096,Student_8096,80,79
8097,Student_8097,63,60
8098,Student_8098,68,92
8099,Student_8099,64,78
8100,Student_8100,74,91
8101,Student_8101,84,62
8102,Student_8102,95,56
8103,Student_8103,82,52
8104,Student_8104,69,89
8105,Student_8105,96,62
8106,Student_8106,55,51
8107,Student_8107,93,90
8108,Student_8108,51,85
8109,Student_8109,69,79
8110,Student_8110,89,97
8111,Student_8111,100,56
8112,Student_8112,52,94
8113,Student_8113,98,97
8114,Student_8114,87,87
8115,Student_8115,55,57
8116,Student_8116,77,71
8117,Student_8117,60,80
8118,Student_8118,97,70
8119,Student_8119,59,84
8120,Student_8120,100,90
8121,Student_8121,50,56
8122,Student_8122,58,73
8123,Student_8123,100,69
8124,Student_8124,53,83
8125,Student_8125,60,99
8126,Student_8126,92,50
8127,Student_8127,52,85
8128,Student_8128,67,77
8129,Student_8129,98,82
8130,Student_8130,87,89
8131,Student_8131,62,58
8132,Student_8132,67,88
8133,Student_8133,94,97
8134,Student_8134,70,78
8135,Student_8135,99,74
8136,Student_8136,96,91
8137,Student_8137,52,76
8138,Student_8138,91,80
8139,Student_8139,59,85
8140,Student_8140,70,67
8141,Student_8141,100,93
8142,Student_8142,56,97
8143,Student_8143,59,74
8144,Student_8144,79,83
8145,Student_8145,81,95
8146,Student_8146,90,74
8147,Student_8147,52,93
8148,Student_8148,69,74
8149,Student_8149,94,88
8150,Student_8150,100,93
8151,Student_8151,77,50
8152,Student_8152,56,71
8153,Student_8153,64,95
8154,Student_8154,87,81
8155,Student_8155,67,67
8156,Student_8156,83,74
8157,Student_8157,77,66
8158,Student_8158,51,80
8159,Student_8159,61,72
8160,Student_8160,66,69
8161,Student_8161,83,77
8162,Student_8162,51,94
8163,Student_8163,74,70
8164,Student_8164,64,87
8165,Student_8165,80,57
8166,Student_8166,80,88
8167,Student_8167,50,94
8168,Student_8168,88,88
8169,Student_8169,56,91
8170,Student_8170,60,85
8171,Student_8171,66,72
8172,Student_8172,73,87
8173,Student_8173,93,67
8174,Student_8174,81,70
8175,Student_8175,67,96
8176,Student_8176,78,58
8177,Student_8177,58,66
8178,Student_8178,99,70
8179,Student_8179,68,76
8180,Student_8180,79,95
8181,Student_8181,100,94
8182,Student_8182,63,62
8183,Student_8183,96,77
8184,Student_8184,81,84
8185,Student_8185,61,63
8186,Student_8186,84,93
8187,Student_8187,86,62
8188,Student_8188,97,98
8189,Student_8189,59,83
8190,Student_8190,75,72
8191,Student_8191,87,51
8192,Student_8192,62,56
8193,Student_8193,65,61
8194,Student_8194,69,65
8195,Student_8195,72,66
8196,Student_8196,53,51
8197,Student_8197,98,90
8198,Student_8198,90,85
8199,Student_8199,87,97
8200,Student_8200,71,85
8201,Student_8201,57,69
8202,Student_8202,76,96
8203,Student_8203,92,80
8204,Student_8204,96,73
8205,Student_8205,64,53
8206,Student_8206,91,89
8207,Student_8207,67,65
8208,Student_8208,81,92
8209,Student_8209,76,89
8210,Student_8210,92,58
8211,Student_8211,51,68
8212,Student_8212,71,90
8213,Student_8213,72,73
8214,Student_8214,91,61
8215,Student_8215,56,54
8216,Student_8216,66,98
8217,Student_8217,99,60
8218,Student_8218,97,57
8219,Student_8219,68,69
8220,Student_8220,67,79
8221,Student_8221,73,90
8222,Student_8222,82,56
8223,Student_8223,95,63
8224,Student_8224,86,82
8225,Student_8225,100,70
8226,Student_8226,71,64
8227,Student_8227,56,97
8228,Student_8228,97,65
8229,Student_8229,70,62
8230,Student_8230,51,71
8231,Student_8231,82,80
8232,Student_8232,90,90
8233,Student_8233,60,66
8234,Student_8234,59,51
8235,Student_8235,60,85
8236,Student_8236,90,81
8237,Student_8237,100,78
8238,Student_8238,56,54
8239,Student_8239,59,51
8240,Student_8240,91,67
8241,Student_8241,91,69
8242,Student_8242,81,52
8243,Student_8243,93,91
8244,Student_8244,67,73
8245,Student_8245,77,55
8246,Student_8246,68,62
8247,Student_8247,76,65
8248,Student_8248,53,57
8249,Student_8249,100,89
8250,Student_8250,96,64
8251,Student_8251,66,83
8252,Student_8252,64,96
8253,Student_8253,83,89
8254,Student_8254,51,80
8255,Student_8255,89,63
8256,Student_8256,50,95
8257,Student_8257,74,57
8258,Student_8258,99,76
8259,Student_8259,73,100
8260,Student_8260,53,53
8261,Student_8261,95,91
8262,Student_8262,51,84
8263,Student_8263,50,78
8264,Student_8264,62,97
8265,Student_8265,83,91
8266,Student_8266,84,88
8267,Student_8267,64,70
8268,Student_8268,95,60
8269,Student_8269,70,65
8270,Student_8270,74,63
8271,Student_8271,61,52
8272,Student_8272,91,59
8273,Student_8273,87,66
8274,Student_8274,92,84
8275,Student_8275,100,76
8276,Student_8276,57,53
8277,Student_8277,94,62
8278,Student_8278,71,51
8279,Student_8279,88,78
8280,Student_8280,63,88
8281,Student_8281,77,61
8282,Student_8282,53,94
8283,Student_8283,52,50
8284,Student_8284,99,80
8285,Student_8285,50,58
8286,Student_8286,89,77
8287,Student_8287,95,74
8288,Student_8288,82,94
8289,Student_8289,75,53
8290,Student_8290,74,65
8291,Student_8291,52,91
8292,Student_8292,52,75
8293,Student_8293,95,91
8294,Student_8294,74,81
8295,Student_8295,92,63
8296,Student_8296,63,50
8297,Student_8297,99,73
8298,Student_8298,83,72
8299,Student_8299,83,54
8300,Student_8300,62,80
8301,Student_8301,73,75
8302,Student_8302,100,100
8303,Student_8303,69,52
8304,Student_8304,71,86
8305,Student_8305,70,55
8306,Student_8306,99,66
8307,Student_8307,97,64
8308,Student_8308,73,99
8309,Student_8309,87,61
8310,Student_8310,67,76
8311,Student_8311,92,62
8312,Student_8312,55,69
8313,Student_8313,99,54
8314,Student_8314,90,85
8315,Student_8315,88,67
8316,Student_8316,98,70
8317,Student_8317,71,54
8318,Student_8318,87,74
8319,Student_8319,81,65
8320,Student_8320,87,92
8321,Student_8321,95,93
8322,Student_8322,63,100
8323,Student_8323,60,57
8324,Student_8324,87,98
8325,Student_8325,54,66
8326,Student_8326,95,93
8327,Student_8327,50,71
8328,Student_8328,70,100
8329,Student_8329,98,66
8330,Student_8330,96,79
8331,Student_8331,53,86
8332,Student_8332,81,94
8333,Student_8333,93,51
8334,Student_8334,71,67
8335,Student_8335,65,74
8336,Student_8336,77,62
8337,Student_8337,53,68
8338,Student_8338,93,91
8339,Student_8339,87,64
8340,Student_8340,84,74
8341,Student_8341,100,97
8342,Student_8342,58,62
8343,Student_8343,50,74
8344,Student_8344,80,96
8345,Student_8345,90,71
8346,Student_8346,79,56
8347,Student_8347,77,74
8348,Student_8348,75,97
8349,Student_8349,84,96
8350,Student_8350,78,83
8351,Student_8351,97,61
8352,Student_8352,91,50
8353,Student_8353,71,67
8354,Student_8354,99,78
8355,Student_8355,91,84
8356,Student_8356,91,52
8357,Student_8357,85,67
8358,Student_8358,91,75
8359,Student_8359,77,70
8360,Student_8360,63,73
8361,Student_8361,87,87
8362,Student_8362,86,97
8363,Student_8363,79,77
8364,Student_8364,87,62
8365,Student_8365,92,91
8366,Student_8366,80,64
8367,Student_8367,54,81
8368,Student_8368,97,78
8369,Student_8369,54,71
8370,Student_8370,66,98
8371,Student_8371,68,56
8372,Student_8372,57,95
8373,Student_8373,96,71
8374,Student_8374,72,82
8375,Student_8375,60,97
8376,Student_8376,93,78
8377,Student_8377,67,53
8378,Student_8378,72,84
8379,Student_8379,58,58
8380,Student_8380,50,65
8381,Student_8381,50,63
8382,Student_8382,77,74
8383,Student_8383,96,98
8384,Student_8384,92,58
8385,Student_8385,91,78
8386,Student_8386,74,61
8387,Student_8387,57,83
8388,Student_8388,54,77
8389,Student_8389,79,78
8390,Student_8390,56,79
8391,Student_8391,79,65
8392,Student_8392,91,52
8393,Student_8393,56,94
8394,Student_8394,80,75
8395,Student_8395,81,94
8396,Student_8396,75,83
8397,Student_8397,79,77
8398,Student_8398,65,71
8399,Student_8399,67,68
8400,Student_8400,99,65
8401,Student_8401,53,80
8402,Student_8402,94,73
8403,Student_8403,51,60
8404,Student_8404,58,54
8405,Student_8405,84,63
8406,Student_8406,63,52
8407,Student_8407,64,60
8408,Student_8408,86,71
8409,Student_8409,85,78
8410,Student_8410,95,83
8411,Student_8411,93,87
8412,Student_8412,75,100
8413,Student_8413,69,78
8414,Student_8414,89,55
8415,Student_8415,64,53
8416,Student_8416,78,87
8417,Student_8417,70,90
8418,Student_8418,73,86
8419,Student_8419,82,100
8420,Student_8420,60,69
8421,Student_8421,53,73
8422,Student_8422,78,73
8423,Student_8423,93,79
8424,Student_8424,71,77
8425,Student_8425,70,87
8426,Student_8426,81,59
8427,Student_8427,62,83
8428,Student_8428,63,61
8429,Student_8429,96,84
8430,Student_8430,78,86
8431,Student_8431,71,58
8432,Student_8432,71,51
8433,Student_8433,79,75
8434,Student_8434,54,82
8435,Student_8435,55,53
